100,31,32.2548
101,77,31
101,17,32.5041
104,19,24
104,35,25.1726
104,17,27.9205
104,17,28.9233
105,33,24
105,15,24.4959
105,19,25.3342
105,15,26
106,33,30
106,17,33.2521
110,45,25
110,45,26.8356
110,19,28.9205
111,77,29
111,77,30.0849
111,69,30.2521
112,21,28
112,18,31.0027
113,24,31
113,19,34.0849
113,19,35.0877
113,19,35.8356
114,13,28
114,24,34.9205
114,19,42.5918
116,36,30
116,49,33.9178
120,33,30
120,19,31
120,6,32.2521
123,35,25
123,35,28.2493
123,65,30.6712
123,65,32.2521
124,44,30
124,33,32.0822
124,33,38.2575
125,53,24
125,7,25.8329
126,33,30
126,19,45.5918
129,3,28
129,63,29.674
131,56,26
131,75,29.0027
133,13,25
133,29,26.9151
133,33,29.1699
139,33,22
139,24,22.2521
142,33,25
142,35,27.0027
142,24,28.0027
142,77,28.7534
142,11,31.0055
142,11,32.7562
142,11,33.6712
145,21,25
145,33,26
146,17,30
146,77,30.4192
146,77,31.9178
149,45,31
149,77,34.0027
150,33,22
150,19,31.7534
154,10,31
154,44,33.6685
157,24,31
157,24,37.3397
157,24,41.674
157,75,45.6767
159,19,28
159,33,28.6712
159,17,29
159,17,29.7562
160,34,24
160,19,31.4192
162,28,29
162,21,32.5836
163,33,22
163,35,23.3288
163,6,28.2493
163,6,29.7534
163,6,31.9205
164,52,28
164,52,28.6712
164,33,30.2548
164,33,32.7589
165,14,22
165,13,22.6712
165,19,27.9205
166,12,22
166,51,23.0027
166,7,28.3425
167,35,22
167,33,25.5068
167,33,31.5096
167,34,33.5123
169,24,24
169,33,27.0877
173,65,25
173,41,28.5836
175,24,30
175,18,30.6712
177,19,31
177,7,32.1671
177,46,35.589
178,77,25
178,69,27
182,55,31
182,19,34.7507
184,33,29
184,33,29.1671
184,31,30.1671
186,33,22
186,19,31.1726
187,24,28
187,6,34.0877
189,33,24
189,33,25.1699
189,33,28.0877
189,65,30.5096
190,3,22
190,33,22.9205
190,33,27.4192
190,33,32.2603
190,33,34.2603
191,56,24
191,24,25.4137
191,24,28.4986
191,24,32.0055
191,24,33.0055
193,56,24
193,33,27.4219
193,33,32.8384
194,33,28
194,35,32.1699
195,24,26
195,24,34.0055
196,24,24
196,6,26
196,81,27
196,33,29.0027
197,62,26
197,11,27
198,58,25
198,75,29.589
199,3,26
199,55,27
202,63,29
202,19,29.4137
203,60,24
203,53,27.6685
204,24,24
204,44,26.3288
205,21,31
205,77,36.5068
205,33,39.5096
206,19,29
206,55,29.5863
206,31,30.0822
206,31,31.8356
208,77,28
208,6,30.5068
208,19,31.7534
208,19,34.4247
209,6,28
209,33,29.7507
212,7,26
212,13,26.2521
216,59,30
216,75,32.4164
217,47,22
217,49,24.4986
217,31,27.0027
217,31,28.0027
219,77,26
219,33,28.5041
219,33,29.8356
219,33,31.3397
220,47,28
220,81,32.8356
220,81,33.2548
220,6,34.5836
224,56,29
224,56,31.0027
224,56,34.0055
224,56,37.0055
224,44,39.0082
224,44,43.011
225,77,28
225,3,30
225,6,31.8356
226,14,26
226,14,28.8356
228,33,25
228,35,27.4192
229,73,29
229,33,35.0055
229,33,36.0055
232,35,30
232,67,30.9205
233,81,31
233,19,31.5863
238,77,29
238,19,33.0849
243,18,25
243,75,25.6658
243,75,26.6658
243,75,28.1644
245,24,25
245,24,28.2521
245,24,30.3397
245,75,32.1726
246,36,26
246,6,40.011
248,77,31
248,33,36.4192
248,33,40.2603
248,33,43.5096
251,33,29
251,13,31.0027
251,31,32.7507
254,6,30
254,6,31
254,6,32.2521
254,65,34.0877
255,64,29
255,33,33.4164
256,24,22
256,24,26.0027
258,13,22
258,49,22.3315
259,47,24
259,19,27.0877
260,73,28
260,6,32.7534
261,33,22
261,33,23.4192
261,62,24.5041
262,66,28
262,77,31.5041
262,33,33.8384
265,18,29
265,44,29.8329
265,44,31.2521
266,33,25
266,77,27.0849
267,33,29
267,17,31
268,15,26
268,19,28.8329
269,49,30
269,49,32.7479
269,19,37.0849
271,33,22
271,33,26.0027
271,6,33.0082
274,27,30
274,72,30.1671
274,19,35.589
275,58,30
275,23,32.5863
275,23,33.7507
275,46,37.7534
280,21,22
280,77,25.8356
280,77,30.1671
281,54,31
281,33,33.5041
281,77,38.2548
283,36,26
283,28,27
283,24,28.0767
283,74,30.5836
286,15,28
286,44,28.4959
286,44,29.4959
287,33,26
287,44,29.0027
288,28,25
288,44,32.0055
290,72,29
290,19,33.0027
290,65,36.2521
291,56,22
291,19,26.5014
291,19,29.0904
291,19,36.4247
295,29,28
295,16,29.5863
296,33,24
296,70,24.3342
297,58,30
297,16,31.3342
301,33,30
301,33,32
301,6,33.4219
302,57,24
302,26,31.0027
306,60,30
306,8,32.1671
307,73,25
307,19,27.6658
308,82,29
308,58,32.1644
308,58,36.0822
309,28,28
309,77,31.337
309,19,32.4219
312,34,29
312,33,34.5014
314,33,24
314,6,25.5041
315,33,30
315,28,41.589
316,33,30
316,62,32.8356
316,62,33.0877
320,70,24
320,33,26.5041
323,24,29
323,24,31
324,33,28
324,24,29
324,19,30.2521
326,13,22
326,33,26.9178
326,33,28.0027
326,33,30.4247
328,6,26
328,6,28.5041
328,6,28.8356
328,41,30.1726
329,33,26
329,17,27.0822
329,81,29.4986
330,40,22
330,6,22.4986
330,13,24.5836
334,21,28
334,29,37.674
335,28,30
335,24,34.2548
337,75,31
337,13,31.2521
337,13,31.6712
337,75,32.0849
338,6,28
338,6,31.5014
338,5,32.8356
339,6,30
339,6,31.2548
339,19,32.1699
339,19,34.0877
340,64,22
340,64,23.589
340,64,24.9205
340,77,25.2548
341,6,24
341,6,24.8329
343,27,22
343,21,27.6685
344,24,30
344,30,34.1699
348,47,25
348,49,29.4219
351,81,31
351,7,37.9205
351,31,39.1726
353,13,31
353,17,32.9151
354,60,31
354,2,31.8329
356,45,26
356,19,28.0849
357,11,24
357,33,26
357,13,28.0877
358,19,24
358,19,28.3397
358,46,31.5945
359,8,26
359,5,30.4219
360,73,22
360,73,22.3342
360,19,22.8329
360,19,23.8329
360,19,24.8356
361,77,30
361,81,36.0027
361,3,37.0027
365,35,24
365,35,24.5808
365,33,27.0877
365,17,28.2493
366,57,26
366,44,29.9178
367,33,29
367,17,32.0027
368,73,26
368,28,28.1699
368,6,29.4219
368,6,31.589
370,28,30
370,13,35.5014
371,42,30
371,16,38.7589
372,33,30
372,77,30.4192
372,33,32
374,24,29
374,11,33.8356
375,33,28
375,77,34.0877
375,19,38.589
378,77,31
378,33,31.663
378,77,32
379,81,29
379,58,30
380,10,29
380,44,30.7507
380,44,33.9178
380,44,36.1726
382,33,24
382,6,25.1671
385,71,28
385,77,34.9178
385,19,38.3397
386,77,24
386,77,25.2493
386,19,27.2493
387,19,22
387,40,22.6712
387,19,23.9178
389,44,31
389,33,31.0849
390,33,26
390,48,31.5068
392,81,31
392,55,31.2521
393,77,26
393,19,30.0027
393,69,34.0055
394,77,24
394,33,25.8329
394,33,29.674
394,7,31.0027
396,81,25
396,81,26
396,3,26.6658
398,28,25
398,28,26
398,33,27
398,33,30.3397
398,33,34.3425
399,77,24
399,19,25.6685
399,4,31.1699
400,24,22
400,24,26.0027
400,24,28.0849
400,24,33.0082
400,28,34.2603
402,22,31
402,6,31.8329
403,33,26
403,81,31.4192
403,81,33.2575
406,6,31
406,19,32
407,14,26
407,29,27.6658
407,29,28.3315
410,24,28
410,19,60.7699
411,75,24
411,18,24.2521
411,44,25.0849
412,18,26
412,77,29.0877
412,19,32.8384
413,56,31
413,16,37.1699
413,75,42.1726
418,18,22
418,19,28.0055
418,19,30.1726
418,19,32.1753
418,19,35.1781
418,19,37.0932
418,19,37.8411
419,44,22
419,75,28.5041
425,6,28
425,33,29.0822
425,75,31.2548
428,33,30
428,24,31
428,6,33.0822
428,24,34.337
428,24,39.3397
428,24,42.3425
428,24,44.6712
428,24,47.5918
428,24,48.3452
431,8,24
431,8,24.2493
431,6,25.6658
431,6,26.4219
431,6,28.5836
437,56,31
437,44,33.5041
437,22,35.0877
437,28,36.1699
439,62,28
439,62,29
439,6,30.8329
439,65,31.6685
440,22,30
440,33,32.589
440,33,38.7589
443,24,22
443,24,38.9288
443,24,40.7644
443,24,43.8466
447,77,29
447,77,32.0027
447,77,34.0849
447,65,37.0877
447,5,38.5014
448,33,25
448,81,29.1699
452,33,29
452,33,33.0877
452,33,37.6767
452,6,38.5945
454,13,25
454,13,26.9151
454,19,33.2575
455,31,24
455,4,25.5808
456,33,25
456,33,28.1726
456,33,29.5918
456,33,32.1753
456,33,33.3425
456,33,34.0055
456,5,35.5945
460,33,22
460,33,23.6685
460,31,27.7534
460,31,30.5863
462,81,22
462,11,22.8384
464,33,26
464,40,27.0849
467,6,31
467,6,32.0849
467,6,34.0027
467,6,36.0027
467,6,39.6767
470,45,31
470,31,32.589
470,31,34.8411
472,75,25
472,19,25.6712
475,26,26
475,24,30.7562
475,24,41.8466
475,24,42.8493
476,79,26
476,24,27.663
477,67,28
477,46,29.4219
477,46,32.337
480,33,22
480,6,26.0027
480,6,27.0877
481,53,25
481,14,26.411
483,24,30
483,24,37.5014
483,24,39.8384
483,75,40.8384
485,77,26
485,33,31.0849
486,24,25
486,53,25.8384
491,49,28
491,49,29.0849
491,28,31.4192
493,56,31
493,56,38.5918
493,44,44.6795
493,44,47.1781
494,19,24
494,7,25.0822
494,19,28.0027
497,33,28
497,46,31
498,24,29
498,2,32.337
501,44,29
501,62,29.6658
503,60,30
503,9,33.0027
505,18,22
505,19,24.8384
511,60,22
511,8,25.0849
511,8,25.337
516,24,28
516,24,29
516,24,32.0027
516,24,34.0027
516,75,34.6712
516,75,37.2521
517,33,25
517,31,34.5863
518,33,28
518,33,33.6685
518,33,37.4274
518,33,41.2603
518,33,43.011
518,6,44.011
518,6,44.6767
520,77,29
520,65,30.0027
520,81,31.337
522,19,25
522,19,26.5014
522,17,29.589
525,50,31
525,11,31.7479
525,33,34.3342
525,5,37.4219
529,6,29
529,6,33.0795
529,65,36.4164
531,77,31
531,19,32.0849
535,44,29
535,28,31.8356
537,60,22
537,18,23.9151
538,24,26
538,33,27.7479
539,33,26
539,31,29.6658
540,38,31
540,19,31.9178
540,19,33.1699
540,17,34
540,19,34.589
541,6,28
541,65,30.0849
544,41,22
544,69,25.7507
545,14,30
545,33,30.4137
548,44,25
548,24,33.2575
548,44,36.6767
549,33,25
549,19,27.1699
550,13,28
550,28,49.9288
551,19,28
551,19,28.9178
551,19,30.0849
551,19,34.2548
551,19,36.7534
551,46,37.9233
552,10,29
552,19,31.8356
553,48,28
553,11,28.5863
555,28,22
555,33,27.4219
555,33,31.0055
555,33,36.6795
555,33,40.3452
555,33,41.6822
555,33,43.4329
556,67,26
556,33,30.9178
556,19,33.337
560,27,24
560,27,24.7479
560,21,27.0027
562,28,29
562,71,29.2521
564,74,29
564,65,32.4986
564,65,33.0027
564,65,33.9178
565,24,26
565,14,26.6712
565,24,27.6712
568,16,31
568,6,33.6712
568,7,36.5068
569,19,28
569,19,31.2521
569,31,34.7589
570,62,24
570,11,26
571,54,26
571,44,27.5041
572,77,26
572,31,28.4137
574,33,26
574,33,27
574,77,29.0027
574,77,32.0027
577,7,26
577,69,26.7479
578,37,30
578,19,34.0027
582,72,31
582,58,32.4164
582,58,34.4986
582,75,36.0877
582,75,38.5014
583,44,29
583,6,34.2548
584,17,26
584,17,26.337
584,19,28.8356
587,19,30
587,51,34.5068
588,56,24
588,77,28.4219
588,41,32.7616
592,14,22
592,51,22.4986
593,13,24
593,19,26.0027
595,77,25
595,7,25.9178
596,22,30
596,58,31.411
596,75,33
598,24,29
598,24,30.5863
598,24,34.0849
598,24,36.0877
598,24,37.7534
598,19,38.4247
599,15,24
599,58,25.2466
601,24,29
601,64,31.7589
601,28,35.3425
602,7,30
602,3,33.0027
602,3,37.0055
602,3,41.0082
602,3,44.011
605,18,28
605,49,33.337
606,22,24
606,28,28.0027
607,11,24
607,33,24.4959
609,81,24
609,9,24.411
613,33,30
613,13,30.2521
615,60,31
615,44,34.9205
615,44,38.3425
619,58,25
619,74,27.1699
619,31,29.0027
619,31,30.4219
622,70,30
622,35,32.7507
623,33,24
623,19,28.0027
623,77,30.0027
623,6,33.0055
624,44,30
624,13,33.0849
624,6,33.6658
624,13,34.0027
627,44,25
627,44,26.2521
627,44,30.9205
627,75,32.0904
628,42,22
628,22,23.0849
630,24,24
630,22,28.5068
631,49,29
631,33,38.5863
632,19,29
632,1,29.2521
632,7,31
632,65,31.5863
633,40,28
633,58,30.6685
633,21,36.1726
655,33,24
655,33,26.9178
655,31,30.2521
655,17,31.9205
657,13,29
657,17,33.7507
658,35,22
658,19,25.4986
658,19,31.7562
660,43,22
660,24,26.0027
664,28,31
664,28,34.0795
664,40,35.6658
665,33,25
665,77,28.7507
665,80,29.5836
665,6,31.2521
667,65,31
667,65,32.1671
667,17,33.9178
670,33,28
670,33,31.6658
670,33,33.6658
670,33,34.2466
670,31,34.6658
670,81,34.8329
671,47,26
671,1,28.6658
672,81,24
672,64,27.4164
674,30,30
674,24,30.4959
675,33,26
675,77,27.6658
675,77,30.5068
676,6,22
676,33,24.5041
676,33,25.7562
678,81,25
678,28,29.9233
681,22,30
681,79,31.2521
681,24,34.0027
684,11,30
684,48,33
690,24,22
690,37,24.5808
690,19,27.6685
691,41,25
691,7,29.0877
692,28,30
692,82,31.5808
692,82,34.5836
695,24,28
695,56,33.1699
696,19,29
696,55,29.2521
696,31,30.0027
696,31,32.9205
702,49,26
702,77,26.6658
703,63,24
703,19,28.9178
705,19,24
705,42,25
707,67,25
707,19,29.2521
709,44,25
709,24,26.9151
710,24,26
710,33,30.9205
711,21,22
711,24,24.0027
711,59,26.5863
711,59,38.4274
712,77,26
712,75,28.3397
713,28,22
713,28,22.2521
713,28,22.6658
713,65,26.2548
715,55,31
715,33,31.8329
715,55,32.0849
715,55,32.4192
717,24,31
717,21,40.9205
718,41,28
718,21,30.0877
719,77,30
719,77,32.4959
719,77,36.0849
719,77,39.5863
719,17,40.9205
723,24,25
723,8,27.1699
725,36,22
725,22,26.1699
727,67,30
727,19,36.337
728,28,25
728,33,26.4986
729,67,29
729,67,33.7534
729,6,34.5863
729,6,36.1726
730,47,25
730,28,31.4247
733,34,24
733,24,27.0027
733,77,27.3397
733,77,28.3397
733,19,29.1726
737,13,28
737,72,37.8411
739,11,22
739,48,23.4192
742,33,31
742,73,39.5863
744,18,29
744,33,30.9178
744,33,34.0904
746,31,25
746,31,26.2493
746,17,28.0027
748,33,26
748,33,27.9151
748,33,31.4986
748,33,32.0027
748,52,36.8384
749,66,29
749,73,31
749,33,36.4247
749,33,41.3425
749,33,42.0904
749,33,42.8384
751,77,30
751,33,34.4192
751,81,37.0904
751,81,38.5068
751,81,39.674
751,81,40.0932
752,21,28
752,44,29.8356
755,44,22
755,56,25.0877
755,33,28.0877
758,71,29
758,14,31.0027
758,19,34.0027
760,34,25
760,19,28.4219
765,14,31
765,40,38.4219
766,6,28
766,43,28.5863
766,6,29.0849
766,6,30.8356
766,19,32.337
769,24,24
769,24,25
769,19,25.9151
769,19,27
770,60,31
770,68,33.3342
772,28,22
772,24,23.0027
772,24,24.0027
772,28,24.674
772,28,29.7616
774,81,25
774,77,27.8411
777,55,24
777,19,28.7507
777,17,38.1753
778,36,30
778,14,30.2521
778,28,31.0849
779,7,30
779,28,32.0877
779,28,33.2548
780,77,30
780,34,31.0027
780,15,32.2548
780,65,34.0877
783,49,24
783,74,25.2548
789,6,25
789,6,26
789,23,28.3342
792,24,28
792,19,33.9233
794,73,28
794,82,30.6658
794,46,31.4219
795,59,26
795,59,29.0027
795,59,32.0055
795,59,36.8411
795,44,39.0932
798,47,30
798,19,34.1644
802,57,24
802,33,25.337
804,33,24
804,82,28.674
805,35,22
805,35,23.0849
805,33,28.1699
805,33,30.8438
805,5,31.7589
806,33,30
806,33,33.0877
806,17,34.1726
809,19,30
809,19,31.337
809,19,33.1699
809,17,33.8411
809,17,35.9288
809,17,37.4247
810,71,29
810,44,36.1671
810,44,39.6712
811,55,29
811,15,33.8329
819,56,22
819,7,23.0027
820,33,31
820,77,40.0904
824,33,28
824,33,28.5041
824,33,33.2575
824,33,34.6712
824,6,38.7589
828,31,24
828,31,25.7507
828,31,27.7534
828,31,28.7534
828,31,30.4219
828,69,31.0877
830,6,30
830,6,32.5918
830,6,33.5918
830,6,35.6712
830,6,38.7562
832,33,28
832,33,31.9205
832,33,36.0904
832,7,40.674
833,7,28
833,14,28.4959
834,81,28
834,81,30.0027
834,31,33.1671
837,21,30
837,21,35.0027
837,21,38.0055
837,56,40.0055
838,35,25
838,17,28.5836
838,46,30.0795
839,33,31
839,77,32.7534
840,33,25
840,62,28.0027
842,24,29
842,24,31.9151
842,24,34.9178
842,24,40.9233
842,24,41.4274
842,24,43.9233
842,6,44.4274
846,74,22
846,75,24.0877
847,75,25
847,17,26.8356
848,6,26
848,31,26.8329
849,14,25
849,14,29.0027
849,14,31.8384
849,14,34.0904
851,6,30
851,7,31
851,19,33
852,75,24
852,24,25.7507
856,33,30
856,77,35.674
856,7,38.4247
858,77,30
858,77,32
858,77,35.0027
858,33,37.5014
858,17,41.0904
861,44,29
861,3,29.6685
861,3,31.9178
861,3,33.337
862,19,26
862,71,26.337
864,33,30
864,33,35.9205
864,33,41.3425
864,33,43.6767
864,33,46.6767
864,33,49.2658
864,17,50.3479
865,74,24
865,31,26.0877
867,40,24
867,14,24.9178
868,77,31
868,19,31.5863
868,31,36.7507
871,81,26
871,7,29.3397
872,58,28
872,33,30.0027
872,82,36.0904
872,75,36.5041
872,20,37.5041
872,20,38.589
872,20,39.0082
872,69,39.7562
875,3,30
875,3,30.3342
875,3,32.2548
875,3,33.2548
875,3,34.2548
876,10,29
876,44,31.3315
876,44,34.9178
876,44,37.7534
877,36,26
877,31,29.6658
877,69,34.9205
878,54,28
878,44,34.0055
878,44,40.5068
878,44,41.4247
878,44,41.8438
879,18,24
879,18,24.7507
879,6,26.5836
879,33,27.9178
879,69,28.1699
879,33,28.5863
881,24,29
881,49,30.7507
883,33,24
883,17,25.0822
886,81,28
886,7,28.7479
886,7,29.8329
888,14,28
888,14,31
888,80,33.6685
888,80,35.0877
888,80,36.5014
890,10,29
890,44,29.5836
892,77,25
892,13,29.1699
892,65,35.3425
893,28,31
893,45,32.6658
894,28,25
894,19,26.0849
894,19,26.5863
895,17,24
895,19,24.6712
895,5,27.674
897,77,30
897,11,32.1726
899,21,22
899,51,24.1699
899,24,26.0877
900,18,30
900,7,30.3288
900,7,31.0849
901,33,30
901,28,30.2521
901,28,31.6712
905,18,22
905,19,23.5041
907,24,24
907,19,24.4137
910,56,22
910,44,23.7507
910,24,24.3315
913,11,25
913,77,28.0849
914,33,22
914,19,28.4164
915,44,30
915,45,31.4986
917,15,31
917,33,35.4986
919,33,30
919,33,30.8329
919,33,32.4219
919,81,33.2548
920,58,25
920,58,25.9151
920,45,28.4164
920,45,30.8356
920,45,32.9205
920,45,34.0055
920,45,37.0932
920,45,39.8438
920,58,41.2575
921,24,28
921,22,32.2548
921,6,33.7534
921,6,35.5041
924,72,22
924,77,27.1699
924,77,28.337
924,33,31.5863
926,33,29
926,33,35.9288
926,33,37.9288
926,33,40.0932
926,35,42.1781
926,35,45.263
928,3,25
928,19,27.5041
928,19,28.9205
931,21,29
931,14,35.0849
931,7,42.1753
932,16,25
932,3,26.0027
936,28,24
936,14,25.6658
936,16,30.7534
937,6,29
937,33,31.0027
937,33,31.3397
937,33,32.9205
939,77,22
939,7,25.4986
940,14,30
940,29,37.3397
940,24,38.0055
942,45,29
942,44,32.6685
944,65,28
944,65,29.4959
944,31,31.0795
946,55,31
946,31,33.674
948,56,26
948,44,32.0055
952,21,30
952,22,31.589
955,6,31
955,17,32.2466
956,17,24
956,38,26.9178
957,70,25
957,24,25.9178
957,24,32.1726
957,24,38.6767
957,24,40.0959
960,33,24
960,65,34.7562
962,33,31
962,69,35.3342
964,33,29
964,33,31.0027
964,33,33.5068
964,33,36.0904
964,33,38.2603
964,65,40.926
964,65,44.1781
966,24,25
966,24,26.8329
966,33,28.4164
966,33,29.7507
966,33,32.9233
966,33,37.0932
966,6,40.5096
966,6,43.5096
968,24,26
968,28,29.1699
969,33,26
969,5,29.337
970,56,26
970,77,32.5918
970,41,34.4247
973,44,26
973,33,27
973,77,30.5068
973,77,32.6685
973,77,33.0877
973,77,34.7562
974,58,31
974,58,33.4986
974,58,35.4986
974,76,36.4986
979,33,25
979,33,27.4986
979,33,29.1699
979,33,30.9205
979,41,31.8356
979,7,32.6685
980,60,29
980,8,30.1699
983,7,30
983,13,30.337
983,7,30.7562
984,55,31
984,44,35.6685
984,44,37.5014
984,44,40.2548
984,44,42.4219
984,44,44.5918
985,6,28
985,33,30.5068
986,44,26
986,3,27.5068
988,77,30
988,41,33.5836
988,41,35.0877
990,33,24
990,31,28.1699
990,31,32.3397
991,74,26
991,29,27.5041
992,34,24
992,19,26.7589
993,72,24
993,33,29.1699
993,23,30.2548
996,77,26
996,77,32.0877
996,19,33.1671
996,46,36.0904
998,61,26
998,65,29.7507
1000,28,31
1000,33,35.674
1000,33,40.6795
1002,42,29
1002,42,30.1671
1002,33,32.5014
1003,19,31
1003,13,32.0849
1005,33,30
1005,65,32.0849
1006,33,31
1006,33,36.0027
1006,33,39.9233
1006,14,41.1726
1007,33,22
1007,33,24.1671
1007,81,33.3452
1009,33,31
1009,33,31.7507
1009,33,33.0027
1009,6,34.7507
1016,8,24
1016,6,28.5863
1017,6,24
1017,38,24.337
1017,6,25
1021,6,31
1021,65,33.1699
1021,65,34.0027
1021,69,36.2548
1023,38,26
1023,59,27.0822
1023,77,29.9178
1023,31,30.674
1025,62,22
1025,11,22.7507
1026,77,30
1026,33,32.0027
1028,33,22
1028,33,23
1028,33,24.1671
1028,19,25.6712
1029,15,31
1029,15,32.0027
1029,19,37.1726
1029,19,39.589
1030,56,30
1030,16,32.1616
1035,82,26
1035,52,27.0849
1035,52,28.0849
1035,82,29.4219
1035,52,32.4219
1036,33,29
1036,49,33.3315
1037,33,25
1037,77,25.663
1037,77,27.5808
1038,77,24
1038,24,30.2548
1041,35,30
1041,11,32.0849
1041,19,33.2521
1041,65,35.926
1041,65,37.4219
1041,65,37.926
1044,6,22
1044,65,24.2521
1046,33,31
1046,17,32.7534
1047,8,29
1047,52,31
1049,44,24
1049,22,30.8356
1050,24,28
1050,81,31.4164
1050,81,35.4192
1050,81,35.7534
1051,24,31
1051,24,33.4219
1051,24,36.4247
1051,81,41.0082
1052,62,25
1052,28,26.5836
1054,58,26
1054,7,26.6685
1054,44,30.2548
1055,77,28
1055,34,29.4137
1059,19,22
1059,78,25.1699
1059,78,26.0849
1060,27,28
1060,49,31.0877
1062,8,26
1062,69,30.8384
1063,77,24
1063,31,31.4219
1063,31,32.0055
1065,33,22
1065,33,24.5836
1065,65,29.5014
1065,65,30.4192
1065,65,31.8384
1066,19,24
1066,46,30.8384
1066,7,31.4247
1066,44,34.0904
1067,18,31
1067,7,32.6658
1067,7,34.1699
1073,33,28
1073,33,32.6685
1073,33,34.0027
1073,33,36.5096
1073,31,41.0082
1074,38,22
1074,72,24.0877
1075,6,30
1075,77,30.6712
1077,19,26
1077,33,27.0027
1077,33,29.4219
1077,31,31.6767
1077,31,32.8384
1077,31,33.7616
1078,66,31
1078,31,32.8329
1080,33,24
1080,75,25.5041
1083,77,26
1083,31,31.2548
1085,49,29
1085,49,31.4986
1085,7,32.4986
1086,28,31
1086,49,32.4219
1086,49,34.7562
1087,81,26
1087,81,29
1087,45,30.7562
1088,14,22
1088,75,25.0849
1088,75,25.6712
1088,81,26.9205
1091,35,29
1091,71,31.0877
1091,24,36.0904
1092,28,22
1092,77,23.1699
1093,75,22
1093,19,23.0849
1095,21,31
1095,21,31.8329
1095,20,37.3397
1095,6,38.7562
1095,11,40.1753
1095,11,40.8384
1098,6,24
1098,75,25
1098,31,26.2521
1098,31,27.2521
1102,22,30
1102,5,34.0027
1104,10,24
1104,82,32.0055
1104,82,36.5918
1104,65,37.7589
1104,32,40.011
1105,77,30
1105,33,34.2493
1108,75,28
1108,40,30
1109,35,24
1109,33,25.0877
1112,19,26
1112,31,27.0822
1114,56,24
1114,56,26.2493
1114,44,30.4219
1116,22,26
1116,64,29.3315
1119,21,26
1119,58,27
1120,31,25
1120,19,25.9151
1122,77,31
1122,6,33.589
1122,41,37.5918
1123,6,24
1123,6,26.4986
1123,65,28.2548
1123,69,30.9205
1123,69,31.5014
1125,60,31
1125,44,31.6712
1125,44,33.8329
1125,44,37.2548
1125,44,41.5918
1127,33,22
1127,24,23.4192
1138,17,30
1138,31,30.8329
1139,5,28
1139,77,29.7479
1140,11,28
1140,6,31.6685
1141,74,26
1141,33,28.9178
1143,82,26
1143,82,27.1699
1143,82,28.8356
1143,82,30.1699
1143,17,31.0877
1143,69,33.4247
1144,14,26
1144,77,27.2521
1144,44,28.0849
1144,19,31.337
1147,14,30
1147,65,41.7562
1148,31,26
1148,31,27.3315
1148,69,29.0027
1148,69,29.4986
1150,77,28
1150,78,29.7507
1150,78,33.4219
1150,19,34.6767
1150,19,36.0877
1151,24,29
1151,24,34.7507
1151,19,37.1726
1151,5,38.2575
1152,72,28
1152,19,34.0877
1157,28,26
1157,24,27.7507
1157,24,29.4219
1157,24,32.9205
1157,33,35.4274
1157,33,37.0082
1158,19,29
1158,13,29.337
1158,19,29.6712
1159,7,26
